name,zip_code,city,state_code,address,phone,categories,id,is_close,price,rating,review_number,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19
foreign_name,10036,New York,NY,607 10th Ave_New York_ NY 10036_,(917) 262-0827,mediterranean;tapasmallplates;,error id,FALSE,$$,4,127,,,,,,,,,,,,,,,,,,,
The Greek Kitchen,10019,New York,NY,889 10th Ave_New York_ NY 10019_,(212) 581-4300,greek;mediterranean;,the-greek-kitchen-new-york,FALSE,$$,4,317,,,,,,,,,,,,,,,,,,,
Ippudo Westside,10019,New York,NY,321 W 51st St_New York_ NY 10019_,(212) 974-2500,ramen;,ippudo-westside-new-york,FALSE,$$,4,2615,,,,,,,,,,,,,,,,,,,
Estela,10012,New York,NY,47 E Houston St_New York_ NY 10012_,(212) 219-7693,American_newbreakfast_brunch;,estela-new-york-2,FALSE,$$$,4,368,,,,,,,,,,,,,,,,,,,
Cafe Luxembourg,10023,New York,NY,200 W 70th St_New York_ NY 10023_,(212) 873-7411,American_newfrench;bars;,cafe-luxembourg-new-york,FALSE,$$$,4,370,,,,,,,,,,,,,,,,,,,
Rabbit House,10002,New York,NY,76 Forsyth St_New York_ NY 10002_,(212) 343-4200,Japanesetapas;,rabbit-house-new-york,FALSE,$$,4.5,69,,,,,,,,,,,,,,,,,,,
Jack's Wife Freda,10014,New York,NY,50 Carmine St_New York_ NY 10014_,(646) 669-9888,mediterranean;cocktailbars;breakfast_brunch;,jacks-wife-freda-new-york-2,FALSE,$$,4,409,,,,,,,,,,,,,,,,,,,
Bar SixtyFive,10112,New York,NY,30 Rockefeller Plz_Fl 65_New York_ NY 10112_,(212) 632-5000,cocktailbars;venues;American_new,bar-sixtyfive-new-york-2,FALSE,$$$,4.5,160,,,,,,,,,,,,,,,,,,,
Le Pif,10011,New York,NY,465 W 23rd St_New York_ NY 10011_,(212) 229-1700,wine_bars;breakfast_brunch;french;,le-pif-new-york-8,FALSE,$$,4.5,82,,,,,,,,,,,,,,,,,,,
BLVD Bistro,10027,New York,NY,239 Lenox Ave_New York_ NY 10027_,(212) 678-6200,tradamerican;soulfood;venues;,blvd-bistro-new-york,FALSE,$$,4,436,,,,,,,,,,,,,,,,,,,
Empire Steak House,10022,New York,NY,151 E 50th St_New York_ NY 10022_,(212) 582-6900,steak;wine_bars;seafood;,empire-steak-house-new-york-11,FALSE,$$$,4,84,,,,,,,,,,,,,,,,,,,
The Capital Grille,10020,New York,NY,120 W 51st St_New York_ NY 10020_,(212) 246-0154,steak;seafood;wine_bars;,the-capital-grille-new-york-2,FALSE,$$$,4,598,,,,,,,,,,,,,,,,,,,
The Tuck Room,10038,New York,NY,11 Fulton St_New York_ NY 10038_,(212) 776-8273,tapasmallplates;American_new,the-tuck-room-new-york,FALSE,$$$,4.5,77,,,,,,,,,,,,,,,,,,,
Harding's,10010,New York,NY,32 E 21st St_New York_ NY 10010_,(212) 600-2105,American_newcocktailbars;,hardings-new-york,FALSE,$$,4,260,,,,,,,,,,,,,,,,,,,
Riko Peruvian Cuisine,10001,New York,NY,409 8th Ave_New York_ NY 10001_,(212) 643-7556,peruvian;latin;seafood;,riko-peruvian-cuisine-new-york-2,FALSE,$$,4,414,,,,,,,,,,,,,,,,,,,
Los Mariscos,10011,New York,NY,409 W 15th St_New York_ NY 10011_,(212) 920-4986,seafood;tacos;,los-mariscos-new-york,FALSE,$,4.5,182,,,,,,,,,,,,,,,,,,,
Hourglass Tavern,10036,New York,NY,373 W 46th St_New York_ NY 10036_,(212) 265-2060,tradamerican;breakfast_brunch;wine_bars;,hourglass-tavern-new-york-3,FALSE,$$,4,571,,,,,,,,,,,,,,,,,,,
Maloney & Porcelli,10022,New York,NY,37 E 50th St_New York_ NY 10022_,(212) 750-2233,tradamerican;steak;,maloney-and-porcelli-new-york,FALSE,$$$,4,355,,,,,,,,,,,,,,,,,,,
Izakaya,10003,New York,NY,326 E 6th St_New York_ NY 10003_,(212) 951-0554,izakaya;tapasmallplates;,izakaya-new-york-2,FALSE,$$,4,164,,,,,,,,,,,,,,,,,,,
The Burp Kitchen,7093,Guttenberg,NJ,7000 Kennedy Blvd E_Lower level of Galaxy Mall_Guttenberg_ NJ 07093_,(201) 453-1120,indpak;vegetarian;vegan;,the-burp-kitchen-guttenberg,FALSE,$,5,18,,,,,,,,,,,,,,,,,,,
Bouley,10013,New York,NY,163 Duane St_New York_ NY 10013_,(212) 964-2525,french;,bouley-new-york-2,FALSE,$$$$,4.5,1112,,,,,,,,,,,,,,,,,,,
Gallaghers Steakhouse,10019,New York,NY,228 West 52nd St_New York_ NY 10019_,(212) 586-5000,steak;seafood;tradamerican;,gallaghers-steakhouse-new-york,FALSE,$$$,4,557,,,,,,,,,,,,,,,,,,,
San Carlo Osteria Piemonte,10012,New York City,NY,90 Thompson St_New York City_ NY 10012_,(212) 625-1212,Italianwine_bars;cocktailbars;,san-carlo-osteria-piemonte-new-york-city,FALSE,$$$,4.5,58,,,,,,,,,,,,,,,,,,,
ABA Turkish Restaurant,10019,New York,NY,325 W 57th St_New York_ NY 10019_,(212) 655-9368,turkish;mediterranean;halal;,aba-turkish-restaurant-new-york,FALSE,$$,4,326,,,,,,,,,,,,,,,,,,,
Smith and Mills,10013,New York,NY,71 N Moore St_New York_ NY 10013_,(212) 226-2515,lounges;American_new,smith-and-mills-new-york,FALSE,$$,4,240,,,,,,,,,,,,,,,,,,,
Trading Post,10038,New York,NY,170 John St_New York_ NY 10038_,(646) 370-3337,tradamerican;bars;seafood;,trading-post-new-york,FALSE,$$,4,240,,,,,,,,,,,,,,,,,,,
Pio Pio 8,10036,New York,NY,604 10th Ave_New York_ NY 10036_,(212) 459-2929,latin;peruvian;,pio-pio-8-new-york-5,FALSE,$$,4,1828,,,,,,,,,,,,,,,,,,,
Taboonette,10003,New York,NY,30 E 13th St_New York_ NY 10003_,(212) 510-7881,mediterranean;mideastern;American_new,taboonette-new-york,FALSE,$$,4,483,,,,,,,,,,,,,,,,,,,
Cafe Boulud,10021,New York,NY,20 E 76th St_New York_ NY 10021_,(212) 772-2600,french;,cafe-boulud-new-york-4,FALSE,$$$$,4,529,,,,,,,,,,,,,,,,,,,
Naya Mezze & Grill,10022,New York,NY,1057 2nd Ave_New York_ NY 10022_,(212) 319-7777,mideastern;mediterranean;,naya-mezze-and-grill-new-york,FALSE,$$,4,411,,,,,,,,,,,,,,,,,,,
Matisse,10022,New York,NY,924 2nd Ave_New York_ NY 10022_,(212) 546-9300,french;,matisse-new-york-2,FALSE,$$,4,304,,,,,,,,,,,,,,,,,,,
Perla Cafe,10014,New York,NY,234 W 4th St_New York_ NY 10014_,(212) 933-1824,Italianwine_bars;,perla-cafe-new-york-3,FALSE,$$,4.5,71,,,,,,,,,,,,,,,,,,,
Eataly,10010,New York,NY,200 5th Ave_New York_ NY 10010_,(212) 229-2560,Italiangrocery;cafes;,eataly-new-york-8,FALSE,$$,4,4266,,,,,,,,,,,,,,,,,,,
Barbalu Restaurant,10038,New York,NY,225-227 Front St_New York_ NY 10038_,(646) 918-6565,Italian,barbalu-restaurant-new-york,FALSE,$$,4,168,,,,,,,,,,,,,,,,,,,
Seabird,10014,New York,NY,361 6th Ave_New York_ NY 10014_,(212) 414-9500,seafood;comfortfood;breakfast_brunch;,seabird-new-york-2,FALSE,$$,4,109,,,,,,,,,,,,,,,,,,,
NISI,10014,New York,NY,302 Bleecker St_New York_ NY 10014_,(212) 727-7463,greek;seafood;,nisi-new-york,FALSE,$$,4,114,,,,,,,,,,,,,,,,,,,
Bodega 88,10024,New York,NY,573 Columbus Ave_New York_ NY 10024_,(212) 799-1602,sportsbars;cocktailbars;,bodega-88-new-york,FALSE,$$,4.5,54,,,,,,,,,,,,,,,,,,,
Drunken Munkey NYC,10128,New York,NY,338 E 92nd St_New York_ NY 10128_,(646) 998-4600,indpak;cocktailbars;,drunken-munkey-nyc-new-york,FALSE,$$,4.5,590,,,,,,,,,,,,,,,,,,,
Calle Dao,10018,New York,NY,38 W 39th St_New York_ NY 10018_,(212) 221-9002,cuban;cocktailbars;breakfast_brunch;,calle-dao-new-york,FALSE,$$,4,837,,,,,,,,,,,,,,,,,,,
La Masseria,10036,New York,NY,235 W 48th St_New York_ NY 10036_,(212) 582-2111,Italiandesserts;salad;,la-masseria-new-york-3,FALSE,$$$,4,431,,,,,,,,,,,,,,,,,,,
Da Claudio,10038,New York,NY,21 Ann St_New York_ NY 10038_,(212) 285-2668,Italiancocktailbars;,da-claudio-new-york,FALSE,$$,4.5,243,,,,,,,,,,,,,,,,,,,
Cote,10010,New York,NY,16 W 22nd St_New York_ NY 10010_,(212) 401-7986,korean;steak;,cote-new-york,FALSE,$$$,3.5,23,,,,,,,,,,,,,,,,,,,
Le Pif,10023,New York,NY,2058 Broadway Ave_New York_ NY 10023_,(212) 799-2253,french;wine_bars;breakfast_brunch;,le-pif-new-york-6,FALSE,$$,4,186,,,,,,,,,,,,,,,,,,,
Treehaus Mima,10036,New York,NY,470 W 42nd St_New York_ NY 10036_,(212) 695-7636,American_newwine_bars;gourmet;,treehaus-mima-new-york,FALSE,$$,4,70,,,,,,,,,,,,,,,,,,,
Fish Cheeks,10012,New York,NY,55 Bond St_New York_ NY 10012_,(212) 677-2223,seafood;thai;raw_food;,fish-cheeks-new-york,FALSE,$$$,4,108,,,,,,,,,,,,,,,,,,,
Tavola,10018,New York,NY,488 9th Ave_New York_ NY 10018_,(212) 273-1181,Italianpizza;wine_bars;,tavola-new-york,FALSE,$$,4,574,,,,,,,,,,,,,,,,,,,
Maysville,10010,New York,NY,17 W 26th St_New York_ NY 10010_,(646) 490-8240,American_newwhiskeybars;breakfast_brunch;,maysville-new-york,FALSE,$$$,4,460,,,,,,,,,,,,,,,,,,,
Bustan,10024,New York,NY,487 Amsterdam Ave_New York_ NY 10024_,(212) 595-5050,mediterranean;,bustan-new-york,FALSE,$$,4,351,,,,,,,,,,,,,,,,,,,
The Polo Bar,10022,New York,NY,1 E 55th St_Ralph Lauren_New York_ NY 10022_,(212) 207-8562,tradamerican;bars;,the-polo-bar-new-york,FALSE,$$$,4,245,,,,,,,,,,,,,,,,,,,
Jasmine Restaurant,10017,New York,NY,216 E 49th St_New York_ NY 10017_,(212) 371-2348,shanghainese;dimsum;szechuan;,jasmine-restaurant-new-york,FALSE,$$,4,73,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boucherie,10014,New York,NY,99 7th Ave S_New York_ NY 10014_,(212) 837-1616,french;cocktailbars;,boucherie-new-york-2,FALSE,$$$,4,79,,,,,,,,,,,,,,,,,,,
CajunSea & Oyster Bar,10001,New York,NY,32 W 33rd St_New York_ NY 10001_,(212) 564-7333,cajun;seafood;breakfast_brunch;,cajunsea-and-oyster-bar-new-york-4,FALSE,$$,4,635,,,,,,,,,,,,,,,,,,,
Bistro Chat Noir,10065,New York,NY,22 E 66th St_New York_ NY 10065_,(212) 794-2428,french;,bistro-chat-noir-new-york,FALSE,$$$,4,175,,,,,,,,,,,,,,,,,,,
Asiate,10023,New York,NY,80 Columbus Cir_Fl 35_New York_ NY 10023_,(212) 805-8800,American_new,asiate-new-york,FALSE,$$$$,4,449,,,,,,,,,,,,,,,,,,,
PuTawn Local Thai Kitchen,10028,New York,NY,1st Avenue ( 82 & 83 St)_1584_New York_ NY 10028_,(212) 988-8800,thai;,putawn-local-thai-kitchen-new-york,FALSE,$$,4.5,74,,,,,,,,,,,,,,,,,,,
Loopy Doopy Rooftop Bar,10282,New York,NY,102 N End Ave_Conrad New York Hotel_New York_ NY 10282_,(646) 769-4250,lounges;tapasmallplates;,loopy-doopy-rooftop-bar-new-york,FALSE,$$$,3.5,446,,,,,,,,,,,,,,,,,,,
Gabriel's Bar & Restaurant,10023,New York,NY,11 W 60th St_New York_ NY 10023_,(212) 956-4600,Italianbars;,gabriels-bar-and-restaurant-new-york,FALSE,$$$,4,112,,,,,,,,,,,,,,,,,,,
Westville - East,10009,New York,NY,173 Ave A_New York_ NY 10009_,(212) 677-2033,tradamerican;beerbar;bakeries;,westville-east-new-york-3,FALSE,$$,4,924,,,,,,,,,,,,,,,,,,,
Fine & Rare,10016,New York,NY,9 E 37th St_New York_ NY 10016_,(212) 725-3866,American_newjazzandblues;lounges;,fine-and-rare-new-york,FALSE,$$$,4.5,53,,,,,,,,,,,,,,,,,,,
Il Corso,10019,New York,NY,54 W 55th St_New York_ NY 10019_,(212) 957-1500,Italianwine_bars;,il-corso-new-york,FALSE,$$$,4,226,,,,,,,,,,,,,,,,,,,
Aquagrill,10012,New York,NY,210 Spring St_New York_ NY 10012_,(212) 274-0505,seafood;American_new,aquagrill-new-york,FALSE,$$$,4,1138,,,,,,,,,,,,,,,,,,,
Norman,11222,Brooklyn,NY,29 Norman Ave_Brooklyn_ NY 11222_,(347) 966-2092,bakeries;American_newcocktailbars;,norman-brooklyn,FALSE,$$,4.5,11,,,,,,,,,,,,,,,,,,,
Mas Farmhouse,10014,New York,NY,39 Downing St_New York_ NY 10014_,(212) 255-1790,American_new,mas-farmhouse-new-york,FALSE,$$$$,4,438,,,,,,,,,,,,,,,,,,,
Grand Tier Restaurant,10184,New York,NY,30 Lincoln Center Plz_New York_ NY 10184_,(212) 799-3400,American_new,grand-tier-restaurant-new-york-2,FALSE,$$$,4,52,,,,,,,,,,,,,,,,,,,
NORMA Gastronomia Siciliana,10016,New York,NY,438 3rd Ave_New York_ NY 10016_,(212) 889-0600,Italianpizza;,norma-gastronomia-siciliana-new-york,FALSE,$$,4.5,74,,,,,,,,,,,,,,,,,,,
Whitmans Hudson Yards,10001,New York,NY,331 10th Ave_New York_ NY 10001_,(212) 837-1416,burgers;desserts;American_new,whitmans-hudson-yards-new-york,FALSE,$$,4,39,,,,,,,,,,,,,,,,,,,
Pig and Khao,10002,New York,NY,68 Clinton St_New York_ NY 10002_,(212) 920-4485,filipino;thai;asianfusion;,pig-and-khao-new-york,FALSE,$$,4,1033,,,,,,,,,,,,,,,,,,,
Toloache,10028,New York,NY,166 E 82nd St_New York_ NY 10028_,(212) 861-4505,mexican;American_new,toloache-new-york-7,FALSE,$$$,4,292,,,,,,,,,,,,,,,,,,,
Sakagura,10017,New York,NY,211 E 43rd St_New York_ NY 10017_,(212) 953-7253,Japanese,sakagura-new-york,FALSE,$$$,4,1480,,,,,,,,,,,,,,,,,,,
Mr. Donahue's,10012,New York,NY,203 Mott St_New York_ NY 10012_,(646) 850-9480,tradamerican;,mr-donahues-new-york,FALSE,$$,4.5,78,,,,,,,,,,,,,,,,,,,
Sakanaya,10017,New York,NY,304 E 49th St_New York_ NY 10017_,(212) 339-0033,sushi;Japaneseseafood;,sakanaya-new-york,FALSE,$$$$,4.5,41,,,,,,,,,,,,,,,,,,,
IL Brigante,10038,New York,NY,214 Front St_New York_ NY 10038_,(212) 285-0222,Italian,il-brigante-new-york,FALSE,$$,4,248,,,,,,,,,,,,,,,,,,,
Aretsky's Patroon,10017,New York,NY,160 E 46th St_New York_ NY 10017_,(212) 883-7373,tradamerican;bars;steak;,aretskys-patroon-new-york,FALSE,$$$,4,163,,,,,,,,,,,,,,,,,,,
Pizzarte,10019,New York,NY,69 W 55th St_New York_ NY 10019_,(212) 247-3936,pizza;Italiangluten_free;,pizzarte-new-york,FALSE,$$,4,727,,,,,,,,,,,,,,,,,,,
MAMO Restaurant,10013,New York,NY,323 W Broadway_New York_ NY 10013_,(646) 964-4641,Italianfrench;,mamo-restaurant-new-york,FALSE,$$$,4,141,,,,,,,,,,,,,,,,,,,
Little Alley,10016,New York,NY,550 3rd Ave_New York_ NY 10016_,(646) 998-3976,shanghainese;,little-alley-new-york,FALSE,$$,4,28,,,,,,,,,,,,,,,,,,,
OBAO,10036,New York,NY,647 9th Ave_New York_ NY 10036_,(212) 245-8880,vietnamese;thai;asianfusion;,obao-new-york-3,FALSE,$$,4,1277,,,,,,,,,,,,,,,,,,,
Cielo At the Mayfair,10019,New York,NY,242 W 49th St_New York_ NY 10019_,(212) 489-8600,Italianbars;,cielo-at-the-mayfair-new-york-3,FALSE,$$,4,294,,,,,,,,,,,,,,,,,,,
Fig & Olive,10022,New York,NY,10 E 52nd St_New York_ NY 10022_,(212) 319-2002,greek;mediterranean;french;,fig-and-olive-new-york-5,FALSE,$$$,3.5,887,,,,,,,,,,,,,,,,,,,
Cantina Taqueria & Tequila Bar,10027,New York,NY,329 Lenox_New York_ NY 10027_,(212) 634-7665,cocktailbars;mexican;latin;,cantina-taqueria-and-tequila-bar-new-york-2,FALSE,$$,3,35,,,,,,,,,,,,,,,,,,,
Lure Fishbar New York,10012,New York,NY,142 Mercer St_Lower Level_New York_ NY 10012_,(212) 431-7676,seafood;sushi;,lure-fishbar-new-york-new-york,FALSE,$$$,4,1335,,,,,,,,,,,,,,,,,,,
Macchina,10025,New York,NY,2758 Broadway 106th_New York_ NY 10025_,(212) 203-9954,pizza;Italianbars;,macchina-new-york-2,FALSE,$$,3.5,112,,,,,,,,,,,,,,,,,,,
Sir Harry's,10022,New York,NY,301 Park Ave_Waldorf Astoria_New York_ NY 10022_,(212) 872-4890,lounges;,sir-harrys-new-york,FALSE,$$$,3.5,35,,,,,,,,,,,,,,,,,,,
Oceana Poke,10019,New York,NY,1700 Broadway_@ 53rd_New York_ NY 10019_,(212) 713-0033,poke;juicebars;seafood;,oceana-poke-new-york,FALSE,$$,3.5,40,,,,,,,,,,,,,,,,,,,
Patrizia's Pizza and Pasta,10016,New York,NY,462-466 2nd Ave_New York_ NY 10016_,(212) 597-9999,Italianpizza;catering;,patrizias-pizza-and-pasta-new-york,FALSE,$$,4.5,268,,,,,,,,,,,,,,,,,,,
Fifty,10014,New York,NY,50 Commerce St_New York_ NY 10014_,(212) 524-4104,latin;wine_bars;cocktailbars;,fifty-new-york,FALSE,$$$,4.5,78,,,,,,,,,,,,,,,,,,,
La Gioconda,10022,New York,NY,226 E 53rd St_New York_ NY 10022_,(212) 371-3536,Italianwine_bars;,la-gioconda-new-york,FALSE,$$,4,110,,,,,,,,,,,,,,,,,,,
Antica Ristorante,10004,New York,NY,8 Stone St_New York_ NY 10004_,(212) 480-3880,Italian,antica-ristorante-new-york,FALSE,$$$,4.5,325,,,,,,,,,,,,,,,,,,,
Esme,11222,Greenpoint,NY,999 Manhattan Ave_Greenpoint_ NY 11222_,(718) 383-0999,American_newbreakfast_brunch;cocktailbars;,esme-greenpoint-3,FALSE,$$,4.5,189,,,,,,,,,,,,,,,,,,,
Carroll Place,10012,New York,NY,157 Bleecker St_New York_ NY 10012_,(212) 260-1700,gastropubs;Italianwine_bars;,carroll-place-new-york,FALSE,$$,4,589,,,,,,,,,,,,,,,,,,,
Nougatine at Jean-Georges,10023,New York,NY,1 Central Park W_New York_ NY 10023_,(212) 299-3900,french;,nougatine-at-jean-georges-new-york-2,FALSE,$$$$,4,2467,,,,,,,,,,,,,,,,,,,
Locanda Verde,10013,New York,NY,377 Greenwich St_New York_ NY 10013_,(212) 925-3797,Italiandelis;cocktailbars;,locanda-verde-new-york,FALSE,$$$,4,1340,,,,,,,,,,,,,,,,,,,
Fatty Fish Restaurant,10065,New York,NY,406 E 64th St_New York_ NY 10065_,(212) 813-9338,seafood;ramen;,fatty-fish-restaurant-new-york,FALSE,$$,4,430,,,,,,,,,,,,,,,,,,,
View of the World Terrace Club,10006,New York,NY,144 Washington St_New York_ NY 10006_,(212) 577-2933,American_newbars;steak;,view-of-the-world-terrace-club-new-york,FALSE,$$,4,78,,,,,,,,,,,,,,,,,,,
Malatesta Trattoria,10014,New York,NY,649 Washington St_New York_ NY 10014_,(212) 741-1207,Italian,malatesta-trattoria-new-york,FALSE,$$,4,1021,,,,,,,,,,,,,,,,,,,
Galli Restaurant,10013,New York,NY,45 Mercer St_New York_ NY 10013_,(212) 966-9288,Italiancocktailbars;wine_bars;,galli-restaurant-new-york-3,FALSE,$$,4,632,,,,,,,,,,,,,,,,,,,
Flor de Mayo,10025,New York,NY,2651 Broadway_New York_ NY 10025_,(212) 663-5520,chinese;peruvian;cocktailbars;,flor-de-mayo-new-york-3,FALSE,$$,4,414,,,,,,,,,,,,,,,,,,,
Irvington,10003,New York,NY,201 Park Ave S_New York_ NY 10003_,(212) 677-0425,American_newbars;,irvington-new-york,FALSE,$$$,4,109,,,,,,,,,,,,,,,,,,,
MISIRIZZI,10003,New York,NY,36 E 4th St_New York_ NY 10003_,(212) 375-0100,Italian,misirizzi-new-york,FALSE,$$$,5,46,,,,,,,,,,,,,,,,,,,
Udon West,10017,New York,NY,150 E 46th St_New York_ NY 10017_,(212) 922-9677,Japanesenoodles;,udon-west-new-york-3,FALSE,$$,4,692,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouley,10013,New York,NY,163 Duane St_New York_ NY 10013_,(212) 964-2525,french;,bouley-new-york-2,FALSE,$$$$,4.5,1112,,,,,,,,,,,,,,,,,,,
Gallaghers Steakhouse,10019,New York,NY,228 West 52nd St_New York_ NY 10019_,(212) 586-5000,steak;seafood;tradamerican;,gallaghers-steakhouse-new-york,FALSE,$$$,4,557,,,,,,,,,,,,,,,,,,,
San Carlo Osteria Piemonte,10012,New York City,NY,90 Thompson St_New York City_ NY 10012_,(212) 625-1212,Italianwine_bars;cocktailbars;,san-carlo-osteria-piemonte-new-york-city,FALSE,$$$,4.5,58,,,,,,,,,,,,,,,,,,,
ABA Turkish Restaurant,10019,New York,NY,325 W 57th St_New York_ NY 10019_,(212) 655-9368,turkish;mediterranean;halal;,aba-turkish-restaurant-new-york,FALSE,$$,4,326,,,,,,,,,,,,,,,,,,,
Smith and Mills,10013,New York,NY,71 N Moore St_New York_ NY 10013_,(212) 226-2515,lounges;American_new,smith-and-mills-new-york,FALSE,$$,4,240,,,,,,,,,,,,,,,,,,,
Trading Post,10038,New York,NY,170 John St_New York_ NY 10038_,(646) 370-3337,tradamerican;bars;seafood;,trading-post-new-york,FALSE,$$,4,240,,,,,,,,,,,,,,,,,,,
Pio Pio 8,10036,New York,NY,604 10th Ave_New York_ NY 10036_,(212) 459-2929,latin;peruvian;,pio-pio-8-new-york-5,FALSE,$$,4,1829,,,,,,,,,,,,,,,,,,,
Taboonette,10003,New York,NY,30 E 13th St_New York_ NY 10003_,(212) 510-7881,mediterranean;mideastern;American_new,taboonette-new-york,FALSE,$$,4,483,,,,,,,,,,,,,,,,,,,
Cafe Boulud,10021,New York,NY,20 E 76th St_New York_ NY 10021_,(212) 772-2600,french;,cafe-boulud-new-york-4,FALSE,$$$$,4,529,,,,,,,,,,,,,,,,,,,
Naya Mezze & Grill,10022,New York,NY,1057 2nd Ave_New York_ NY 10022_,(212) 319-7777,mideastern;mediterranean;,naya-mezze-and-grill-new-york,FALSE,$$,4,411,,,,,,,,,,,,,,,,,,,
Matisse,10022,New York,NY,924 2nd Ave_New York_ NY 10022_,(212) 546-9300,french;,matisse-new-york-2,FALSE,$$,4,304,,,,,,,,,,,,,,,,,,,
Perla Cafe,10014,New York,NY,234 W 4th St_New York_ NY 10014_,(212) 933-1824,Italianwine_bars;,perla-cafe-new-york-3,FALSE,$$,4.5,71,,,,,,,,,,,,,,,,,,,
Eataly,10010,New York,NY,200 5th Ave_New York_ NY 10010_,(212) 229-2560,Italiangrocery;cafes;,eataly-new-york-8,FALSE,$$,4,4266,,,,,,,,,,,,,,,,,,,
Barbalu Restaurant,10038,New York,NY,225-227 Front St_New York_ NY 10038_,(646) 918-6565,Italian,barbalu-restaurant-new-york,FALSE,$$,4,168,,,,,,,,,,,,,,,,,,,
Seabird,10014,New York,NY,361 6th Ave_New York_ NY 10014_,(212) 414-9500,seafood;comfortfood;breakfast_brunch;,seabird-new-york-2,FALSE,$$,4,109,,,,,,,,,,,,,,,,,,,
NISI,10014,New York,NY,302 Bleecker St_New York_ NY 10014_,(212) 727-7463,greek;seafood;,nisi-new-york,FALSE,$$,4,114,,,,,,,,,,,,,,,,,,,
Bodega 88,10024,New York,NY,573 Columbus Ave_New York_ NY 10024_,(212) 799-1602,sportsbars;cocktailbars;,bodega-88-new-york,FALSE,$$,4.5,54,,,,,,,,,,,,,,,,,,,
Drunken Munkey NYC,10128,New York,NY,338 E 92nd St_New York_ NY 10128_,(646) 998-4600,indpak;cocktailbars;,drunken-munkey-nyc-new-york,FALSE,$$,4.5,590,,,,,,,,,,,,,,,,,,,
Calle Dao,10018,New York,NY,38 W 39th St_New York_ NY 10018_,(212) 221-9002,cuban;cocktailbars;breakfast_brunch;,calle-dao-new-york,FALSE,$$,4,837,,,,,,,,,,,,,,,,,,,
La Masseria,10036,New York,NY,235 W 48th St_New York_ NY 10036_,(212) 582-2111,Italiandesserts;salad;,la-masseria-new-york-3,FALSE,$$$,4,431,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakanaya,10017,New York,NY,304 E 49th St_New York_ NY 10017_,(212) 339-0033,sushi;Japaneseseafood;,sakanaya-new-york,FALSE,$$$$,4.5,41,,,,,,,,,,,,,,,,,,,
IL Brigante,10038,New York,NY,214 Front St_New York_ NY 10038_,(212) 285-0222,Italian,il-brigante-new-york,FALSE,$$,4,248,,,,,,,,,,,,,,,,,,,
Aretsky's Patroon,10017,New York,NY,160 E 46th St_New York_ NY 10017_,(212) 883-7373,tradamerican;bars;steak;,aretskys-patroon-new-york,FALSE,$$$,4,163,,,,,,,,,,,,,,,,,,,
Pizzarte,10019,New York,NY,69 W 55th St_New York_ NY 10019_,(212) 247-3936,pizza;Italiangluten_free;,pizzarte-new-york,FALSE,$$,4,727,,,,,,,,,,,,,,,,,,,
MAMO Restaurant,10013,New York,NY,323 W Broadway_New York_ NY 10013_,(646) 964-4641,Italianfrench;,mamo-restaurant-new-york,FALSE,$$$,4,141,,,,,,,,,,,,,,,,,,,
Little Alley,10016,New York,NY,550 3rd Ave_New York_ NY 10016_,(646) 998-3976,shanghainese;,little-alley-new-york,FALSE,$$,4,28,,,,,,,,,,,,,,,,,,,
OBAO,10036,New York,NY,647 9th Ave_New York_ NY 10036_,(212) 245-8880,vietnamese;thai;asianfusion;,obao-new-york-3,FALSE,$$,4,1277,,,,,,,,,,,,,,,,,,,
Cielo At the Mayfair,10019,New York,NY,242 W 49th St_New York_ NY 10019_,(212) 489-8600,Italianbars;,cielo-at-the-mayfair-new-york-3,FALSE,$$,4,294,,,,,,,,,,,,,,,,,,,
Fig & Olive,10022,New York,NY,10 E 52nd St_New York_ NY 10022_,(212) 319-2002,greek;mediterranean;french;,fig-and-olive-new-york-5,FALSE,$$$,3.5,887,,,,,,,,,,,,,,,,,,,
Cantina Taqueria & Tequila Bar,10027,New York,NY,329 Lenox_New York_ NY 10027_,(212) 634-7665,cocktailbars;mexican;latin;,cantina-taqueria-and-tequila-bar-new-york-2,FALSE,$$,3,35,,,,,,,,,,,,,,,,,,,
Lure Fishbar New York,10012,New York,NY,142 Mercer St_Lower Level_New York_ NY 10012_,(212) 431-7676,seafood;sushi;,lure-fishbar-new-york-new-york,FALSE,$$$,4,1335,,,,,,,,,,,,,,,,,,,
Macchina,10025,New York,NY,2758 Broadway 106th_New York_ NY 10025_,(212) 203-9954,pizza;Italianbars;,macchina-new-york-2,FALSE,$$,3.5,112,,,,,,,,,,,,,,,,,,,
